,Altitude,CO2,Coolant,Litre per 100km(Instant),GPS Speed,Latitude,Longitude,OBD Speed,RPM
19,199.4714285714286,129.7971428571429,62.0,4.907142857142857,17.25,59.84144429000001,10.830154285714286,21.0,772.0
20,200.07000000000002,158.16,62.0,5.98,17.37,59.84145228333333,10.830255826666667,18.0,1455.0
21,201.14000000000001,337.1457142857143,62.0,14.152857142857142,17.44,59.841460638571434,10.830334665714288,18.0,1455.0
22,201.80714285714285,489.1942857142857,62.0,18.495714285714286,17.62,59.84147535,10.830416677142859,20.0,1533.0
23,202.12166666666667,432.9583333333334,62.0,16.369999999999997,17.64,59.84149678666666,10.83051459,23.0,1726.0
24,202.17857142857142,313.54857142857145,63.0,11.77142857142857,17.69,59.841512408571425,10.830616947142857,24.0,1826.0
25,201.98833333333334,288.48499999999996,63.0,10.905,17.77,59.841529208333334,10.830708818333335,24.0,1869.0
26,201.62857142857143,221.51714285714291,63.0,8.375714285714286,17.88,59.84155382,10.830815047142858,25.0,1869.0
27,201.28285714285715,170.05142857142854,64.0,6.43,18.15,59.84158760857143,10.830910684285712,24.0,1572.0
28,201.21,118.54166666666667,64.0,4.4833333333333325,18.75,59.84162648166667,10.830992538333334,24.0,805.0
29,201.32857142857142,105.98000000000002,64.0,4.002857142857143,19.17,59.84168297857143,10.831113677142858,24.0,777.0
30,201.44000000000003,112.40571428571427,64.0,4.248571428571428,19.47,59.84172275857143,10.831191875714286,22.0,745.0
31,201.41666666666666,121.88,64.0,4.606666666666666,19.51,59.841751095000006,10.831267353333333,20.0,773.0
32,201.25571428571428,143.54285714285714,64.0,5.424285714285714,19.51,59.84177344142857,10.831369674285712,17.0,773.0
33,200.97000000000003,21.662857142857142,64.0,10.461428571428572,19.06,59.84178379999999,10.831436704285712,13.0,2506.0
34,200.80166666666665,512.5833333333334,64.0,31.666666666666668,18.48,59.841789885,10.831486063333335,14.0,2506.0
35,200.2057142857143,1177.6085714285714,64.0,44.52428571428572,18.24,59.841796328571434,10.831581797142857,20.0,1864.0
36,200.22571428571428,636.0771428571428,64.0,24.048571428571428,18.56,59.84182520857143,10.831645151428571,29.0,2124.0
37,200.42666666666665,558.5149999999999,65.0,21.12,19.75,59.841891603333345,10.831655663333335,33.0,2456.0
38,200.93428571428572,487.9614285714286,65.0,18.451428571428572,21.02,59.841991968571435,10.831607548571428,36.0,2688.0
39,201.46833333333333,304.53333333333336,66.0,11.513333333333334,37.61,59.84209442333333,10.83154456,37.0,2650.0
40,201.9457142857143,439.0142857142857,66.0,16.59714285714286,37.61,59.842190335714285,10.83147553142857,37.0,2119.0
41,202.21333333333334,438.12000000000006,66.0,16.56666666666667,39.62,59.84227498166667,10.831410726666666,43.0,2260.0
42,202.51999999999998,418.19857142857137,67.0,15.81,43.01,59.842388157142864,10.831321580000001,46.0,2419.0
43,202.81285714285715,353.9785714285714,67.0,13.381428571428572,46.86,59.84249714714286,10.831234384285713,48.0,2536.0
44,203.10833333333335,160.96666666666667,68.0,6.09,48.38,59.84259796333333,10.83114799,48.0,2171.0
45,202.98285714285717,252.2642857142857,68.0,9.538571428571428,48.38,59.84270804428571,10.83104106,48.0,1975.0
46,202.75428571428571,209.77428571428572,68.0,7.927142857142859,45.68,59.84282684714285,10.830914908571428,48.0,1977.0
47,202.36833333333334,206.05499999999995,69.0,7.793333333333333,47.33,59.84292221333333,10.830816584999999,48.0,1992.0
48,201.90142857142857,207.95000000000002,69.0,7.864285714285713,47.33,59.84305027714286,10.830711498571429,48.0,1992.0
49,201.60999999999999,202.74857142857144,69.0,7.662857142857143,47.96,59.84316689714286,10.83062975857143,49.0,2020.0
50,201.54333333333332,210.41,69.0,7.951666666666667,49.12,59.843275070000004,10.83057499,49.0,2026.0
51,201.39714285714285,212.94,70.0,8.051428571428572,49.16,59.84341484714285,10.830502377142858,49.0,2034.0
52,201.21428571428575,216.52428571428572,70.0,8.187142857142858,49.16,59.843535828571426,10.830428807142857,49.0,2041.0
53,201.13,214.89166666666668,71.0,8.128333333333334,49.09,59.84363873833333,10.830354846666665,49.0,2041.0
54,201.05571428571426,215.62571428571422,71.0,8.154285714285715,48.06,59.84375926714286,10.830241882857143,49.0,2021.0
55,201.08857142857144,209.04285714285714,71.0,7.905714285714285,48.06,59.84385844714286,10.830124991428573,49.0,2011.0
56,200.995,200.8133333333333,71.0,7.593333333333334,48.61,59.84396489333333,10.829995793333334,49.0,2009.0
57,200.93142857142857,204.8685714285714,71.0,7.747142857142857,48.61,59.84406552857143,10.829876354285714,48.0,2009.0
58,200.99666666666667,201.25666666666666,72.0,7.608333333333334,48.0,59.84415753833333,10.829764205000002,48.0,2000.0
59,201.2114285714286,155.67428571428573,72.0,5.8900000000000015,48.63,59.84428242714286,10.82963385142857,49.0,2026.0
60,201.38857142857145,82.16285714285716,72.0,3.388571428571428,48.63,59.844397955714285,10.829545294285714,49.0,2030.0
61,201.39000000000001,72.34333333333335,73.0,2.733333333333333,50.4,59.844504673333326,10.829499246666666,49.0,2041.0
62,201.59285714285716,71.44428571428571,73.0,2.704285714285714,50.4,59.84465190571429,10.829443795714285,49.0,2041.0
63,201.93571428571428,74.41142857142857,74.0,2.815714285714285,49.16,59.844777788571434,10.829403197142858,49.0,2038.0
64,202.03666666666666,90.17,74.0,3.41,49.13,59.844888690000005,10.829376065,49.0,2034.0
65,202.2642857142857,104.45714285714287,74.0,3.947142857142857,48.39,59.845030647142856,10.829349378571427,49.0,2003.0
66,202.61285714285714,114.90714285714286,74.0,4.342857142857143,48.46,59.84516143857143,10.829325538571428,49.0,1998.0
67,202.79999999999998,119.85833333333333,74.0,4.531666666666666,48.46,59.84527651833333,10.829305648333333,48.0,1979.0
68,202.6457142857143,122.63571428571429,74.0,4.64,50.57,59.84540993714286,10.82928807142857,48.0,1976.0
69,202.23142857142855,126.68999999999998,74.0,4.788571428571428,51.33,59.84553309857143,10.829279082857141,48.0,1967.0
70,202.00166666666667,142.02833333333334,74.0,5.366666666666667,51.33,59.84564399999999,10.829276563333332,48.0,1967.0
71,201.97714285714284,170.19857142857146,75.0,6.431428571428571,48.13,59.84578377714286,10.829270908571429,48.0,1977.0
72,202.08571428571426,207.63857142857145,75.0,7.845714285714286,48.13,59.84590475857142,10.829256192857141,49.0,2005.0
73,202.08333333333334,216.52666666666673,76.0,8.11,47.73,59.846010209999996,10.829226180000001,49.0,2042.0
74,201.91714285714286,224.82428571428576,76.0,8.502857142857142,48.93,59.846147807142856,10.829178677142858,50.0,2056.0
75,201.36285714285714,222.7957142857143,76.0,8.425714285714287,50.09,59.846263338571426,10.829102384285715,50.0,2052.0
76,201.33,192.51666666666668,76.0,7.28,50.09,59.84638722666667,10.829000156666666,50.0,2059.0
77,201.73857142857145,137.06857142857146,76.0,4.921428571428572,49.02,59.84649766857143,10.828889981428572,50.0,2059.0
78,202.33285714285714,75.50571428571428,77.0,2.8528571428571423,49.02,59.84660611857142,10.828764781428571,49.0,2014.0
79,202.73333333333332,55.01333333333333,77.0,2.076666666666666,48.76,59.84669621999999,10.828650796666667,48.0,2170.0
80,203.27714285714288,89.89714285714285,77.0,3.398571428571428,46.29,59.84680611857142,10.828514508571429,44.0,2263.0
81,203.51285714285717,102.17428571428572,77.0,3.865714285714285,43.63,59.84689930857143,10.828406468571428,41.0,2188.0
82,203.58333333333334,151.79,77.0,5.741666666666667,41.43,59.84697787333334,10.828338783333335,41.0,2152.0
83,203.29714285714286,151.89000000000001,77.0,5.740000000000001,40.78,59.84708676857144,10.828329491428573,42.0,2195.0
84,202.93714285714285,147.0985714285714,78.0,5.562857142857142,40.47,59.84718758857144,10.828374587142857,43.0,2321.0
85,202.655,148.22,78.0,5.604999999999999,39.0,59.84727224,10.828445911666668,45.0,2357.0
86,202.56714285714287,173.8114285714286,78.0,6.571428571428571,41.69,59.84738649857143,10.828545705714287,45.0,2357.0
87,202.68285714285713,158.26428571428573,78.0,5.987142857142858,45.4,59.847498217142856,10.828631674285715,47.0,1953.0
88,202.72500000000002,122.54,78.0,4.63,47.38,59.84760030499999,10.82868783,48.0,1977.0
89,202.4985714285714,80.34857142857143,78.0,3.038571428571428,47.38,59.847735815714294,10.828706744285713,49.0,2024.0
90,202.06833333333336,69.48333333333333,78.0,2.623333333333333,47.88,59.847841261666666,10.828718186666668,50.0,2059.0
91,201.75142857142856,66.73285714285714,79.0,2.518571428571428,53.55,59.84796633285714,10.828728947142858,50.0,2059.0
92,201.3457142857143,66.97999999999999,79.0,2.5300000000000002,53.55,59.848126547142854,10.82873658142857,50.0,2066.0
93,201.20666666666668,67.26,79.0,2.539999999999999,51.67,59.84824625666667,10.82873265,50.0,2066.0
94,201.20142857142858,82.19857142857144,79.0,3.104285714285714,51.19,59.848392485714285,10.828698974285713,50.0,2037.0
95,201.23285714285717,105.2857142857143,79.0,3.9814285714285713,49.87,59.84852163857142,10.828650612857142,49.0,2001.0
96,201.08166666666668,108.69666666666666,80.0,4.11,48.01,59.848623911666664,10.828580543333333,48.0,1980.0
97,200.71428571428572,114.92428571428572,80.0,4.344285714285715,47.99,59.84874452857144,10.828471597142856,47.0,1947.0
98,200.11999999999998,115.87285714285714,80.0,4.381428571428571,47.99,59.84885297571428,10.828361242857142,47.0,1942.0
99,199.70666666666668,77.88833333333334,80.0,2.9466666666666663,47.09,59.84894370666667,10.828261696666667,47.0,1923.0
100,199.35999999999999,70.9,80.0,2.678571428571428,46.9,59.84906005714284,10.828141345714284,45.0,1838.0
101,199.1857142857143,70.51,80.0,2.662857142857143,46.9,59.84916468714285,10.828033855714283,44.0,1811.0
102,199.20000000000002,86.10333333333334,80.0,3.253333333333333,44.28,59.849235529999994,10.82796097,43.0,1776.0
103,199.11285714285714,58.18571428571429,80.0,2.202857142857143,43.99,59.84936305714286,10.827833038571427,43.0,1608.0
104,198.96714285714285,79.4357142857143,80.0,3.005714285714286,42.99,59.84946005714285,10.827737945714286,42.0,1833.0
105,198.82666666666668,69.67,80.0,2.629999999999999,41.18,59.849540708333336,10.827661353333333,39.0,1198.0
106,198.64714285714285,86.40714285714286,80.0,3.358571428571428,39.49,59.84964098,10.827586581428571,37.0,2519.0
107,198.51857142857142,135.79857142857142,80.0,5.132857142857143,33.61,59.84972272714286,10.827551704285714,31.0,2332.0
108,198.155,134.15499999999997,80.0,5.07,31.65,59.849788665,10.827537533333334,28.0,2141.0
109,197.79285714285714,192.13857142857142,80.0,7.265714285714284,26.21,59.84986114714285,10.827539442857143,25.0,1913.0
110,197.11285714285717,256.3614285714286,80.0,9.694285714285714,23.46,59.84991127857144,10.827590121428571,25.0,1913.0
111,196.01666666666665,426.99,80.0,16.14,24.44,59.84994379333333,10.827665963333333,26.0,2038.0
112,195.19142857142856,539.5500000000001,80.0,20.292857142857144,24.62,59.84995542142857,10.827805791428572,31.0,2328.0
113,194.8114285714286,498.26571428571424,80.0,18.837142857142858,29.37,59.849949428571435,10.827939578571428,35.0,2573.0
114,194.72333333333336,318.50500000000005,81.0,12.04,32.52,59.84993934333334,10.828073983333335,35.0,2573.0
115,194.60857142857142,289.5214285714286,81.0,10.948571428571428,32.92,59.84992545,10.828271052857144,35.0,2205.0
116,194.385,440.75500000000005,81.0,16.665000000000003,35.07,59.84991200666667,10.828444166666666,38.0,1994.0
117,194.1757142857143,436.4085714285714,81.0,16.49571428571429,36.6,59.849897655714294,10.828632765714286,42.0,2177.0
118,193.87000000000003,398.5242857142857,82.0,15.065714285714284,41.34,59.84988567,10.828863828571428,45.0,2350.0
119,193.56500000000003,255.495,82.0,9.660000000000002,44.82,59.849879583333326,10.829058806666666,46.0,2436.0
120,193.21428571428572,200.3457142857143,82.0,7.574285714285714,45.12,59.84987531142857,10.829318731428572,46.0,2417.0
121,192.65142857142857,192.64142857142858,82.0,7.282857142857141,45.69,59.849872590000004,10.829568184285714,47.0,1921.0
122,192.3216666666667,159.06666666666663,83.0,6.016666666666666,46.96,59.84987322499999,10.829807603333334,47.0,1931.0
123,191.97428571428574,117.04285714285713,83.0,4.424285714285715,47.21,59.849878579999995,10.830097064285713,47.0,1932.0
124,191.46285714285713,93.62857142857142,83.0,3.537142857142857,47.47,59.849887301428566,10.830351962857142,47.0,1930.0
125,190.96833333333333,71.24000000000001,83.0,2.693333333333333,47.47,59.84989802333333,10.830569903333334,46.0,1884.0
126,190.6942857142857,78.63142857142857,84.0,2.9728571428571433,46.24,59.84991618857142,10.830827305714285,45.0,1863.0
127,190.57999999999998,60.311428571428564,84.0,2.277142857142857,45.11,59.84993635000001,10.8310476,45.0,2243.0
128,190.50333333333333,88.12666666666667,84.0,3.33,44.22,59.84995715,10.831235565,42.0,2243.0
129,190.34428571428572,93.08285714285716,84.0,3.517142857142857,41.8,59.84998594000001,10.831459045714286,39.0,2111.0
130,190.1442857142857,182.36285714285714,84.0,6.892857142857143,40.54,59.850007738571435,10.83163860857143,33.0,1832.0
131,190.02833333333334,362.46000000000004,84.0,13.703333333333333,34.15,59.85002454,10.831780433333336,37.0,1926.0
132,190.07857142857145,339.00714285714287,84.0,12.81857142857143,34.15,59.85004697714286,10.831959452857145,40.0,2081.0
133,190.5528571428572,184.22285714285712,84.0,6.962857142857143,34.01,59.85007203999999,10.832124981428574,41.0,2140.0
134,190.91166666666666,101.57999999999998,84.0,3.838333333333333,38.88,59.85010019833334,10.832285086666666,41.0,2140.0
135,191.16857142857143,91.83714285714287,84.0,3.475714285714285,39.78,59.85014724714285,10.832489695714287,39.0,2092.0
136,191.1542857142857,91.94428571428571,85.0,3.469999999999999,39.78,59.85020065,10.832663537142858,38.0,2019.0
137,191.14333333333332,98.52666666666669,85.0,3.723333333333332,38.27,59.850259146666666,10.83282884,37.0,1962.0
138,191.19,84.93714285714286,85.0,3.208571428571428,37.81,59.85031400857143,10.832970342857143,34.0,1511.0
139,191.40166666666667,112.50333333333333,85.0,4.253333333333334,33.38,59.85035515166667,10.833094278333334,31.0,2160.0
140,191.5885714285714,177.28714285714287,85.0,6.7042857142857155,31.19,59.85038484857143,10.833253452857141,29.0,2173.0
141,191.72714285714284,224.7985714285714,85.0,8.498571428571429,29.2,59.850381032857136,10.833385464285714,32.0,2392.0
142,191.42666666666665,254.62166666666667,85.0,9.646666666666667,33.05,59.85035642333333,10.833507058333334,35.0,2583.0
143,190.81714285714287,184.88571428571427,85.0,6.989999999999999,34.81,59.85029656142857,10.83365086142857,38.0,2718.0
144,190.15714285714284,128.68571428571428,85.0,4.8657142857142865,38.79,59.850228442857144,10.83377947142857,39.0,2115.0
145,189.39333333333332,102.57000000000001,85.0,3.876666666666667,40.29,59.85016059833333,10.833895686666667,41.0,2179.0
146,188.53571428571428,91.13857142857144,85.0,3.448571428571429,41.16,59.85008130571428,10.834033417142857,42.0,2208.0
147,187.6457142857143,91.42999999999999,85.0,3.454285714285714,41.16,59.84998539142857,10.83422115714286,43.0,2251.0
148,186.63666666666666,91.75666666666667,85.0,3.473333333333333,41.97,59.84992408333333,10.834372045,43.0,2285.0
149,185.79857142857142,93.44142857142857,85.0,3.534285714285714,46.85,59.84987040571428,10.834558489999997,44.0,2336.0
150,184.97857142857143,91.63999999999999,86.0,3.468571428571429,48.03,59.84982899142857,10.834814067142856,45.0,2415.0
151,184.34,91.21666666666665,86.0,3.446666666666666,48.03,59.849814733333325,10.835019901666664,46.0,2429.0
152,183.84285714285713,90.72,86.0,3.429999999999999,47.32,59.849814820000006,10.835247579999999,46.0,2429.0
153,183.51142857142855,51.37714285714286,86.0,1.87,46.5,59.849844248571436,10.835501531428571,44.0,1946.0
154,183.39,90.375,86.0,3.606666666666667,42.08,59.8498764,10.835671741666667,41.0,3021.0
155,183.03142857142856,129.42285714285714,86.0,4.8900000000000015,41.41,59.84992327,10.835845672857143,40.0,2982.0
156,182.21714285714285,130.28571428571428,85.0,4.925714285714286,41.41,59.849990847142855,10.83603885857143,38.0,2867.0
157,181.36666666666667,140.19666666666666,85.0,5.298333333333334,36.71,59.850032805000005,10.836181478333335,34.0,2528.0
158,180.57714285714286,321.81,80.0,12.510000000000002,33.2,59.8500497,10.836363384285715,33.0,2526.0
159,180.02285714285713,470.0514285714286,80.0,18.345714285714287,33.77,59.85002899,10.836513111428571,35.0,2566.0
160,179.70333333333335,560.805,76.0,21.38166666666667,38.61,59.84997748999999,10.836621443333334,36.0,2706.0
161,179.56714285714284,609.0257142857143,76.0,23.024285714285714,40.16,59.849884579999994,10.836695537142857,40.0,2965.0
162,179.68285714285713,592.11,75.0,22.385714285714283,42.01,59.849788662857144,10.836750441428572,43.0,3263.0
163,180.09666666666666,214.17,76.0,8.098333333333333,42.01,59.849695204999996,10.83679644,44.0,3263.0
164,180.79,244.23142857142858,76.0,9.328571428571427,41.67,59.84957886,10.836858888571427,43.0,2763.0
165,181.27,312.31714285714287,77.0,11.804285714285713,40.76,59.84947422285715,10.836904391428574,39.0,2085.0
166,181.4766666666667,170.85000000000002,77.0,6.46,38.84,59.84937540666667,10.836906116666666,39.0,2125.0
167,181.53,139.67857142857144,78.0,5.28,34.32,59.849303111428576,10.836859707142859,34.0,2239.0
168,181.81857142857143,219.4285714285714,78.0,8.292857142857143,29.38,59.84924916,10.836755075714288,32.0,2239.0
169,182.23333333333335,400.57500000000005,78.0,15.145000000000001,29.38,59.84921582500001,10.836637025,29.0,2423.0
170,182.23428571428573,608.9871428571429,78.0,23.025714285714283,31.12,59.849225727142866,10.836482322857146,36.0,2682.0
171,182.47000000000003,640.9699999999999,79.0,24.23,43.21,59.84927495,10.836372213333334,39.0,3177.0
172,182.66428571428574,640.9328571428571,79.0,24.23142857142857,44.29,59.84938702857142,10.836274967142858,48.0,3492.0
173,183.0014285714286,640.5242857142857,80.0,24.214285714285715,49.74,59.84949547714286,10.836200854285712,56.0,4170.0
174,183.235,446.88333333333327,80.0,16.898333333333333,56.79,59.84960555833333,10.836126013333333,59.0,4657.0
175,183.53833333333333,320.05,80.0,12.1,57.89,59.849743525,10.836031598333333,61.0,3596.0
176,183.71857142857147,466.0485714285714,80.0,17.617142857142856,62.85,59.849904744285716,10.835918697142857,65.0,3502.0
177,183.96142857142857,448.79571428571427,81.0,16.964285714285708,67.32,59.85006386714286,10.835805215714284,70.0,3673.0
178,184.035,447.24333333333334,81.0,16.91,71.12,59.85021718500001,10.835687641666667,73.0,3955.0
179,184.31,426.08428571428567,82.0,16.110000000000003,75.56,59.85041046571428,10.835530691428572,78.0,4065.0
180,184.70142857142858,202.4257142857143,82.0,9.35142857142857,77.34,59.85059847428571,10.835384911428571,78.0,4065.0
181,184.98000000000002,348.1333333333334,84.0,13.163333333333334,78.12,59.85076777,10.835263728333333,80.0,3287.0
182,185.2485714285714,236.4442857142857,84.0,8.940000000000001,79.9,59.85098756714286,10.835111890000002,82.0,3394.0
183,185.38857142857142,125.64000000000001,85.0,4.7528571428571444,81.06,59.85117830428571,10.83497292857143,81.0,2649.0
184,185.48666666666668,215.69999999999996,85.0,8.156666666666666,81.18,59.85134760166667,10.834852056666668,82.0,2674.0
185,185.65142857142857,183.24285714285716,85.0,6.925714285714286,81.36,59.85157067571428,10.834707804285715,82.0,2684.0
186,185.8857142857143,135.31571428571428,85.0,5.114285714285714,81.96,59.85177394428571,10.834590914285714,82.0,2684.0
187,186.19500000000002,135.0633333333333,86.0,5.103333333333334,83.43,59.851955413333336,10.834490935,82.0,2685.0
188,186.38000000000002,131.05714285714285,86.0,4.952857142857143,83.43,59.852182662857146,10.834364754285714,83.0,2701.0
189,186.42714285714285,115.33714285714288,87.0,4.361428571428572,84.49,59.85237829714286,10.834254948571429,83.0,2713.0
190,186.33166666666668,76.12666666666667,87.0,2.876666666666667,84.82,59.85255368666666,10.834160326666668,83.0,2713.0
191,186.18857142857146,67.63571428571429,87.0,2.558571428571429,84.82,59.85278102428571,10.834042955714283,83.0,2727.0
192,185.75142857142856,64.23714285714286,83.0,2.43,85.15,59.852987017142866,10.833942004285714,84.0,2727.0
193,185.33,64.89,78.0,2.456666666666666,85.15,59.853167855,10.833854833333334,83.0,2712.0
194,184.62142857142857,66.12428571428572,78.0,2.5,85.06,59.85339518714285,10.833740371428572,83.0,2715.0
195,183.87999999999997,66.09857142857143,78.0,2.5,85.27,59.85360009571429,10.833638191428571,83.0,2721.0
196,183.19500000000002,66.28000000000002,76.0,2.506666666666666,85.78,59.85381317333333,10.833535196666666,83.0,2721.0
197,182.27714285714288,66.27000000000001,77.0,2.5071428571428562,85.78,59.854009354285715,10.833445001428572,83.0,2720.0
198,181.53666666666663,65.74333333333333,77.0,2.4866666666666672,85.29,59.85419018666667,10.833361145,83.0,2715.0
199,180.76142857142855,65.77,79.0,2.485714285714285,85.69,59.85441752714286,10.833256038571431,83.0,2718.0
200,179.8842857142857,65.89571428571429,79.0,2.491428571428571,86.62,59.854624615714286,10.833164620000002,83.0,2718.0
201,179.17999999999998,65.89,80.0,2.4866666666666672,86.62,59.854808811666665,10.833087441666668,83.0,2718.0
202,178.36285714285714,65.77714285714286,80.0,2.489999999999999,86.53,59.85503932428571,10.832991325714287,84.0,2728.0
203,177.41142857142856,65.25714285714287,80.0,2.468571428571429,86.53,59.85524531714287,10.832897732857143,84.0,2729.0
204,176.60999999999999,65.54500000000002,80.0,2.48,86.97,59.855426791666666,10.832816444999999,84.0,2739.0
205,175.53833333333333,65.69000000000001,80.0,2.4866666666666672,86.97,59.85563405333334,10.83272187,84.0,2739.0
206,174.5157142857143,65.48714285714286,80.0,2.474285714285714,87.04,59.85587201571429,10.832620212857142,85.0,2767.0
207,173.14714285714285,65.57142857142857,81.0,2.478571428571428,88.08,59.85608291428572,10.83252512,85.0,2767.0
208,171.95833333333334,65.605,81.0,2.48,88.37,59.85627046833334,10.832433068333335,85.0,2779.0
209,170.4114285714286,65.7642857142857,82.0,2.484285714285714,88.37,59.856505255714296,10.832314085714286,86.0,2779.0
210,169.06571428571428,65.44142857142857,82.0,2.474285714285714,88.18,59.8567150657143,10.83221190142857,86.0,2800.0
211,167.885,65.64,82.0,2.478333333333333,88.27,59.856899898333346,10.832128521666668,86.0,2800.0
212,166.45,65.51142857142858,83.0,2.481428571428571,88.56,59.857135774285716,10.832025527142857,86.0,2805.0
213,164.77857142857144,62.775714285714294,83.0,2.37,88.56,59.857348305714275,10.831932067142857,86.0,2808.0
214,163.51,62.81666666666666,83.0,2.376666666666666,88.15,59.85757065000001,10.831836383333332,86.0,2812.0
215,162.11285714285714,62.894285714285715,83.0,2.379999999999999,89.66,59.85777773285714,10.831754278571431,86.0,2812.0
216,160.73666666666668,62.99666666666666,83.0,2.379999999999999,89.66,59.85796928,10.831679026666668,87.0,2834.0
217,159.5957142857143,62.66714285714285,84.0,2.37,89.82,59.85821369428571,10.831582478571429,87.0,2834.0
218,158.18428571428572,62.580000000000005,84.0,2.365714285714286,89.82,59.85843385571429,10.831504008571429,87.0,2837.0
219,157.04,62.74,84.0,2.37,89.34,59.85862541,10.831442676666668,87.0,2837.0
220,155.68714285714285,62.69,85.0,2.37,89.34,59.85886873571429,10.83136476857143,87.0,2840.0
221,154.05285714285714,62.76857142857143,85.0,2.3771428571428572,89.36,59.85908617571429,10.831298691428572,87.0,2853.0
222,152.76999999999998,62.47333333333333,85.0,2.363333333333333,90.14,59.85927772833333,10.831248283333332,88.0,2864.0
223,151.3742857142857,62.471428571428575,85.0,2.361428571428571,90.46,59.85952104571428,10.831186431428574,88.0,2864.0
224,149.82285714285715,62.41857142857142,85.0,2.36,90.95,59.85973848571429,10.831136567142858,88.0,2868.0
225,148.67,62.879999999999995,85.0,2.376666666666667,90.95,59.859930039999995,10.831091241666668,88.0,2857.0
226,147.4457142857143,68.30142857142857,85.0,2.579999999999999,90.73,59.860172274285716,10.831030981428572,87.0,2857.0
227,146.0,76.37,84.0,2.882857142857143,89.46,59.86038589428572,10.830983571428572,87.0,2844.0
228,144.76166666666666,83.57,84.0,3.16,88.66,59.860572813333334,10.830946765,87.0,2834.0
229,143.41714285714284,83.75999999999999,81.0,3.168571428571428,88.1,59.86080551428572,10.830907141428572,87.0,2818.0
230,142.22571428571428,83.82285714285715,81.0,3.168571428571429,87.32,59.86102022571428,10.830890794285713,86.0,2803.0
231,141.4333333333333,85.955,79.0,3.251666666666666,86.32,59.86121114333333,10.830884138333332,85.0,2764.0
232,140.71142857142857,86.58,79.0,3.27,85.96,59.861450194285716,10.830889564285714,84.0,2738.0
233,140.1357142857143,87.02142857142859,79.0,3.287142857142857,85.34,59.86166381714286,10.830906327142857,82.0,2672.0
234,139.405,89.70666666666666,79.0,3.39,84.32,59.86185010666667,10.830921018333335,81.0,2612.0
235,138.73999999999998,71.25285714285714,80.0,2.694285714285714,82.59,59.862075264285714,10.830930848571429,79.0,2587.0
236,138.29285714285714,45.99,80.0,1.7400000000000002,80.55,59.86227362428571,10.830933841428571,78.0,2848.0
237,138.00333333333333,69.77333333333333,80.0,2.636666666666666,79.14,59.862447100000004,10.830934203333333,75.0,2848.0
238,137.7242857142857,45.45428571428572,80.0,1.9100000000000001,76.44,59.86265836428572,10.830932891428573,74.0,2462.0
239,137.58571428571432,61.27142857142858,81.0,2.317142857142857,75.42,59.86283819857143,10.830937384285715,70.0,3594.0
240,137.41833333333332,90.31333333333333,81.0,3.413333333333333,70.25,59.86298815833334,10.830950258333333,68.0,3483.0
241,137.24142857142854,93.19571428571427,81.0,3.524285714285714,67.4,59.863169535714285,10.830975941428573,64.0,3402.0
242,137.01666666666665,70.04333333333334,81.0,2.65,64.4,59.86330350166667,10.831005096666667,60.0,1838.0
243,136.67857142857142,77.14999999999999,81.0,2.9171428571428573,56.85,59.86344309999999,10.83105101142857,46.0,2883.0
